time,tds,temp,ec,pH
2017/9/11 19:27:21,7.9,31,146.5,6.2478
2017/9/11 19:27:22,7.9,31,146.5,6.2375
2017/9/11 19:27:23,7.9,31,146.5,6.2337
2017/9/11 19:27:24,7.9,31,146.5,6.2472
2017/9/11 19:27:25,7.9,31,146.6,6.2504
2017/9/11 19:27:26,7.9,31,146.7,6.2498
2017/9/11 19:27:27,7.9,31,146.6,6.2481
2017/9/11 19:27:28,7.9,31,146.6,6.227
2017/9/11 19:27:29,7.9,31,146.5,6.2355
2017/9/11 19:27:30,7.9,31,146.5,6.2451
2017/9/11 19:27:31,7.9,31,146.5,6.2451
2017/9/11 19:27:32,7.9,31,146.5,6.2495
2017/9/11 19:27:33,7.9,31,146.5,6.2495
2017/9/11 19:27:34,7.9,31,146.5,6.2372
2017/9/11 19:27:35,7.9,31,146.5,6.2276
2017/9/11 19:27:36,7.9,31,146.5,6.2407
2017/9/11 19:27:37,7.9,31,146.6,6.2428
2017/9/11 19:27:38,7.9,31,146.6,6.2469
2017/9/11 19:27:39,7.9,31,146.6,6.2492
2017/9/11 19:27:40,7.9,31,146.6,6.2264
2017/9/11 19:27:41,7.9,31,146.6,6.2325
2017/9/11 19:27:42,7.9,31,146.6,6.246
2017/9/11 19:27:43,7.9,31,146.5,6.2472
2017/9/11 19:27:45,7.9,31,146.5,6.2475
2017/9/11 19:27:46,7.9,31,146.6,6.2381
2017/9/11 19:27:47,7.9,31,146.5,6.2282
2017/9/11 19:27:48,7.9,31,146.5,6.2413
2017/9/11 19:27:49,7.9,31,146.5,6.2448
2017/9/11 19:27:50,7.9,31,146.4,6.244
2017/9/11 19:27:51,7.9,31,146.3,6.244
2017/9/11 19:27:52,7.9,31,146.3,6.246
2017/9/11 19:27:53,7.9,31,146.3,6.2252
2017/9/11 19:27:54,7.9,31,146.3,6.2334
2017/9/11 19:27:55,7.9,31,146.3,6.2422
2017/9/11 19:27:56,7.9,31,146.4,6.2448
2017/9/11 19:27:57,7.9,31,146.3,6.2448
2017/9/11 19:27:58,7.9,31,145.9,6.2387
2017/9/11 19:27:59,7.9,31,145.7,6.2267
2017/9/11 19:28:00,7.9,31,145.3,6.2425
2017/9/11 19:28:01,7.9,31,145.1,6.244
2017/9/11 19:28:02,7.9,31,145.5,6.246
2017/9/11 19:28:03,7.9,31,145.8,6.2475
2017/9/11 19:28:04,7.9,31,146.2,6.2264
2017/9/11 19:28:05,7.9,31,146.5,6.2317
2017/9/11 19:28:06,7.9,31,146.6,6.2431
2017/9/11 19:28:07,7.9,31,146.6,6.2431
2017/9/11 19:28:09,7.9,31,146.6,6.2428
2017/9/11 19:28:10,7.9,31,146.6,6.2486
2017/9/11 19:28:11,7.9,31,146.6,6.2387
2017/9/11 19:28:12,7.9,31,146.6,6.2279
2017/9/11 19:28:13,7.9,31,146.6,6.2425
2017/9/11 19:28:14,7.9,31,146.6,6.2478
2017/9/11 19:28:15,7.9,31,146.5,6.2451
2017/9/11 19:28:16,7.9,31,146.5,6.2489
2017/9/11 19:28:17,7.9,31,146.5,6.2264
2017/9/11 19:28:18,7.9,31,146.5,6.2308
2017/9/11 19:28:19,7.9,31,146.6,6.2419
2017/9/11 19:28:20,7.9,31,146.5,6.2437
2017/9/11 19:28:21,7.9,31,146.5,6.2445
2017/9/11 19:28:22,7.9,31,146.4,6.2366
2017/9/11 19:28:23,7.9,31,146.4,6.227
2017/9/11 19:28:24,7.9,31,146.4,6.2381
2017/9/11 19:28:25,7.9,31,146.4,6.2381
2017/9/11 19:28:26,7.9,31,146.3,6.2413
2017/9/11 19:28:27,7.9,31,146.3,6.2472
2017/9/11 19:28:28,7.9,31,146.3,6.2627
2017/9/11 19:28:29,7.9,31,146.2,6.2293
2017/9/11 19:28:30,7.9,31,146.3,6.2375
2017/9/11 19:28:31,7.9,31,146.3,6.2489
2017/9/11 19:28:32,7.9,31,146.4,6.2475
2017/9/11 19:28:34,7.9,31,146.4,6.2457
2017/9/11 19:28:35,7.9,31,146.5,6.2369
2017/9/11 19:28:36,7.9,31,146.5,6.2252
2017/9/11 19:28:37,7.9,31,146.5,6.2387
2017/9/11 19:28:38,7.9,31,146.5,6.2428
2017/9/11 19:28:39,7.9,31,146.5,6.2428
2017/9/11 19:28:40,7.9,31,146.5,6.2466
2017/9/11 19:28:41,7.9,31,146.4,6.2238
2017/9/11 19:28:42,7.9,31,146.4,6.2279
2017/9/11 19:28:43,7.9,31,146.4,6.2279
2017/9/11 19:28:44,7.9,31,146.4,6.239
2017/9/11 19:28:45,7.9,31,146.4,6.2431
2017/9/11 19:28:46,7.9,31,146.4,6.2472
2017/9/11 19:28:47,7.9,31,146.4,6.2381
2017/9/11 19:28:48,7.9,31,146.3,6.2264
2017/9/11 19:28:49,7.9,31,146.2,6.2384
2017/9/11 19:28:50,7.9,31,146.2,6.2431
2017/9/11 19:28:51,7.9,31,146.2,6.2434
2017/9/11 19:28:52,7.9,31,146.3,6.2481
2017/9/11 19:28:53,7.9,31,146.5,6.2261
2017/9/11 19:28:54,7.9,31,146.5,6.2279
2017/9/11 19:28:55,7.9,31,146.5,6.2402
2017/9/11 19:28:56,7.9,31,146.5,6.2416
2017/9/11 19:28:58,7.9,31,146.3,6.2451
2017/9/11 19:28:59,7.9,31,146,6.2393
2017/9/11 19:29:00,7.9,31,145.7,6.2393
2017/9/11 19:29:01,7.9,31,145.4,6.2232
2017/9/11 19:29:02,7.9,31,145.3,6.2355
2017/9/11 19:29:03,7.9,31,145.6,6.2399
2017/9/11 19:29:04,7.9,31,145.9,6.2445
2017/9/11 19:29:05,7.9,31,146.3,6.2469
2017/9/11 19:29:06,7.9,31,146.6,6.2284
2017/9/11 19:29:07,7.9,31,146.7,6.2282
2017/9/11 19:29:08,7.9,31,146.6,6.2407
2017/9/11 19:29:09,7.9,31,146.5,6.2431
2017/9/11 19:29:10,7.9,31,146.5,6.2437
2017/9/11 19:29:11,7.9,31,146.4,6.2381
2017/9/11 19:29:12,7.9,31,146.4,6.2396
2017/9/11 19:29:13,7.9,31,146.5,6.2404
2017/9/11 19:29:14,7.9,31,146.5,6.2302
2017/9/11 19:29:15,7.9,31,146.5,6.2153
2017/9/11 19:29:16,7.9,31,146.5,6.2252
2017/9/11 19:29:17,7.9,31,146.5,6.2299
2017/9/11 19:29:18,7.9,31,146.5,6.2363
2017/9/11 19:29:19,7.9,31,146.6,6.2396
2017/9/11 19:29:20,7.9,31,146.6,6.2161
2017/9/11 19:29:21,7.9,31,146.5,6.2211
2017/9/11 19:29:23,7.9,31,146.5,6.2325
2017/9/11 19:29:24,7.9,31,146.5,6.2325
2017/9/11 19:29:25,7.9,31,146.6,6.2352
2017/9/11 19:29:26,7.9,31,146.6,6.2381
2017/9/11 19:29:27,7.9,31,146.6,6.2296
2017/9/11 19:29:28,7.9,31,146.6,6.2173
2017/9/11 19:29:29,7.9,31,146.6,6.2296
2017/9/11 19:29:30,7.9,31,146.6,6.2325
2017/9/11 19:29:31,7.9,31,146.6,6.2363
2017/9/11 19:29:32,7.9,31,146.6,6.2384
2017/9/11 19:29:33,7.9,31,146.7,6.2176
2017/9/11 19:29:34,7.9,31,146.7,6.2214
2017/9/11 19:29:35,7.9,31,146.7,6.2334
2017/9/11 19:29:36,7.9,31,146.7,6.2355
2017/9/11 19:29:37,7.9,31,146.7,6.2346
2017/9/11 19:29:38,7.9,31,146.7,6.2293
2017/9/11 19:29:39,7.9,31,146.7,6.2138
2017/9/11 19:29:40,7.9,31,146.7,6.2258
2017/9/11 19:29:41,7.9,31,146.7,6.2258
2017/9/11 19:29:42,7.9,31,146.6,6.2302
2017/9/11 19:29:43,7.9,31,146.6,6.2346
2017/9/11 19:29:44,7.9,31,146.6,6.2387
2017/9/11 19:29:45,7.9,31,146.6,6.2176
2017/9/11 19:29:47,7.9,31,146.6,6.2194
2017/9/11 19:29:48,7.9,31,146.7,6.2311
2017/9/11 19:29:49,7.9,31,146.6,6.2343
2017/9/11 19:29:50,7.9,31,146.7,6.2372
2017/9/11 19:29:51,7.9,31,146.6,6.2293
2017/9/11 19:29:52,7.9,31,146.6,6.22
2017/9/11 19:29:53,7.9,31,146.6,6.2328
2017/9/11 19:29:54,7.9,31,146.7,6.2355
2017/9/11 19:29:55,7.9,31,146.7,6.2366
2017/9/11 19:29:56,7.9,31,146.7,6.2375
2017/9/11 19:29:57,7.9,31,146.5,6.2118
2017/9/11 19:29:58,7.9,31,146.2,6.2118
2017/9/11 19:29:59,7.9,31,145.8,6.2132
2017/9/11 19:30:00,7.9,31,145.4,6.2293
2017/9/11 19:30:01,7.9,31,145.1,6.2296
2017/9/11 19:30:02,7.9,31,145.3,6.2346
2017/9/11 19:30:03,7.9,31,145.7,6.2302
2017/9/11 19:30:04,7.9,31,146,6.2141
2017/9/11 19:30:05,7.9,31,146.4,6.2261
2017/9/11 19:30:06,7.9,31,146.5,6.2314
2017/9/11 19:30:07,7.9,31,146.4,6.232
2017/9/11 19:30:08,7.9,31,146.4,6.2369
2017/9/11 19:30:09,7.9,31,146.5,6.2185
2017/9/11 19:30:11,7.9,31,146.5,6.2164
2017/9/11 19:30:12,7.9,31,146.6,6.2308
2017/9/11 19:30:13,7.9,31,146.6,6.2323
2017/9/11 19:30:14,7.9,31,146.6,6.2346
2017/9/11 19:30:15,7.9,31,146.6,6.232
2017/9/11 19:30:16,7.9,31,146.6,6.232
2017/9/11 19:30:17,7.9,31,146.6,6.2135
2017/9/11 19:30:18,7.9,31,146.6,6.2241
2017/9/11 19:30:19,7.9,31,146.6,6.2299
2017/9/11 19:30:20,7.9,31,146.6,6.2331
2017/9/11 19:30:21,7.9,31,146.7,6.2369
2017/9/11 19:30:22,7.9,31,146.6,6.2194
2017/9/11 19:30:23,7.9,31,146.6,6.2161
2017/9/11 19:30:24,7.9,31,146.6,6.2311
2017/9/11 19:30:25,7.9,31,146.6,6.2302
2017/9/11 19:30:26,7.9,31,146.6,6.2328
2017/9/11 19:30:27,7.9,31,146.6,6.2305
2017/9/11 19:30:28,7.9,31,146.6,6.2129
2017/9/11 19:30:29,7.9,31,146.6,6.2238
2017/9/11 19:30:30,7.9,31,146.6,6.2323
2017/9/11 19:30:31,7.9,31,146.6,6.2323
2017/9/11 19:30:32,7.9,31,146.5,6.2369
2017/9/11 19:30:33,7.9,31,146.4,6.2369
2017/9/11 19:30:34,7.9,31,146.3,6.2185
2017/9/11 19:30:36,7.9,31,146.3,6.2147
2017/9/11 19:30:37,7.9,31,146.2,6.2279
2017/9/11 19:30:38,7.9,31,146.3,6.229
2017/9/11 19:30:39,7.9,31,146.4,6.2302
2017/9/11 19:30:40,7.9,31,146.4,6.2287
2017/9/11 19:30:41,7.9,31,146.4,6.2118
2017/9/11 19:30:42,7.9,31,146.4,6.2217
2017/9/11 19:30:43,7.9,31,146.4,6.2317
2017/9/11 19:30:44,7.9,31,146.4,6.2314
2017/9/11 19:30:45,7.9,31,146.4,6.2331
2017/9/11 19:30:46,7.9,31,146.5,6.2188
2017/9/11 19:30:47,7.9,31,146.5,6.2144
2017/9/11 19:30:48,7.9,31,146.6,6.229
2017/9/11 19:30:49,7.9,31,146.7,6.2323
2017/9/11 19:30:50,7.9,31,146.7,6.2323
2017/9/11 19:30:51,7.9,31,146.7,6.2346
2017/9/11 19:30:52,7.9,31,146.7,6.2343
2017/9/11 19:30:53,7.9,31,146.7,6.2129
2017/9/11 19:30:54,7.9,31,146.7,6.2235
2017/9/11 19:30:55,7.9,31,146.6,6.229
2017/9/11 19:30:56,7.9,31,146.6,6.2305
2017/9/11 19:30:57,7.9,31,146.4,6.2363
2017/9/11 19:30:58,7.9,31,146.1,6.2188
2017/9/11 19:31:00,7.9,31,145.7,6.2141
2017/9/11 19:31:01,7.9,31,145.4,6.229
2017/9/11 19:31:02,7.9,31,145.2,6.2299
2017/9/11 19:31:03,7.9,31,145.6,6.2337
2017/9/11 19:31:04,7.9,31,146,6.2311
2017/9/11 19:31:05,7.9,31,146.3,6.2129
2017/9/11 19:31:06,7.9,31,146.7,6.2208
2017/9/11 19:31:07,7.9,31,146.7,6.2308
2017/9/11 19:31:08,7.9,31,146.7,6.2308
2017/9/11 19:31:09,7.9,31,146.7,6.2343
2017/9/11 19:31:10,7.9,31,146.7,6.2369
2017/9/11 19:31:11,7.9,31,146.6,6.2235
2017/9/11 19:31:12,7.9,31,146.6,6.2179
2017/9/11 19:31:13,7.9,31,146.6,6.2323
2017/9/11 19:31:14,7.9,31,146.6,6.2343
2017/9/11 19:31:15,7.9,31,146.5,6.2305
2017/9/11 19:31:16,7.9,31,146.4,6.2302
2017/9/11 19:31:17,7.9,31,146.4,6.2123
2017/9/11 19:31:18,7.9,31,146.4,6.2202
2017/9/11 19:31:19,7.9,31,146.4,6.2302
2017/9/11 19:31:20,7.9,31,146.5,6.2311
2017/9/11 19:31:21,7.9,31,146.5,6.234
2017/9/11 19:31:22,7.9,31,146.5,6.2229
2017/9/11 19:31:23,7.9,31,146.5,6.2144
2017/9/11 19:31:25,7.9,31,146.5,6.2264
2017/9/11 19:31:26,7.9,31,146.5,6.2264
2017/9/11 19:31:27,7.9,31,146.2,6.2276
2017/9/11 19:31:28,7.9,31,146.2,6.2296
2017/9/11 19:31:29,7.9,31,146.3,6.2349
2017/9/11 19:31:30,7.9,31,146.2,6.2097
2017/9/11 19:31:31,7.9,31,146.5,6.2176
2017/9/11 19:31:32,7.9,31,146.5,6.2299
2017/9/11 19:31:33,7.9,31,146.5,6.2299
2017/9/11 19:31:34,7.9,31,146.6,6.2328
2017/9/11 19:31:35,7.9,31,146.6,6.2232
2017/9/11 19:31:36,7.9,31,146.6,6.2129
2017/9/11 19:31:37,7.9,31,146.6,6.2279
2017/9/11 19:31:38,7.9,31,146.6,6.2296
2017/9/11 19:31:39,7.9,31,146.6,6.232
2017/9/11 19:31:40,7.9,31,146.6,6.234
2017/9/11 19:31:41,7.9,31,146.6,6.2118
2017/9/11 19:31:42,7.9,31,146.6,6.2118
2017/9/11 19:31:43,7.9,31,146.6,6.2202
2017/9/11 19:31:44,7.9,31,146.7,6.2308
2017/9/11 19:31:45,7.9,31,146.6,6.2302
2017/9/11 19:31:46,7.9,31,146.6,6.2396
2017/9/11 19:31:47,7.9,31,146.6,6.2267
2017/9/11 19:31:49,7.9,31,146.6,6.212
2017/9/11 19:31:50,7.9,31,146.7,6.2258
2017/9/11 19:31:51,7.9,31,146.7,6.2276
2017/9/11 19:31:52,7.9,31,146.6,6.2311
2017/9/11 19:31:53,7.9,31,146.5,6.2331
2017/9/11 19:31:54,7.9,31,146.5,6.2106
2017/9/11 19:31:55,7.9,31,146.5,6.217
2017/9/11 19:31:56,7.9,31,146.5,6.2302
2017/9/11 19:31:57,7.9,31,146.6,6.2308
2017/9/11 19:31:58,7.9,31,146.2,6.2325
2017/9/11 19:31:59,7.9,31,145.8,6.2252
2017/9/11 19:32:00,7.9,31,145.4,6.2252
2017/9/11 19:32:01,7.9,31,145,6.2123
2017/9/11 19:32:02,7.9,31,145.4,6.2267
2017/9/11 19:32:03,7.9,31,145.8,6.2302
2017/9/11 19:32:04,7.9,31,146.1,6.2302
2017/9/11 19:32:05,7.9,31,146.5,6.2343
2017/9/11 19:32:06,7.9,31,146.6,6.2118
2017/9/11 19:32:07,7.9,31,146.6,6.2156
2017/9/11 19:32:08,7.9,31,146.6,6.2276
2017/9/11 19:32:09,7.9,31,146.4,6.2299
2017/9/11 19:32:10,7.9,31,146,6.2323
2017/9/11 19:32:11,7.9,31,146,6.2249
2017/9/11 19:32:13,7.9,31,146,6.2109
2017/9/11 19:32:14,7.9,31,146.2,6.2223
2017/9/11 19:32:15,7.9,31,146.6,6.2282
2017/9/11 19:32:16,7.9,31,146.6,6.2299
2017/9/11 19:32:17,7.9,31,146.6,6.234
2017/9/11 19:32:18,7.9,31,146.6,6.234
2017/9/11 19:32:19,7.9,31,146.6,6.2088
2017/9/11 19:32:20,7.9,31,146.7,6.2144
2017/9/11 19:32:21,7.9,31,146.6,6.2282
2017/9/11 19:32:22,7.9,31,146.6,6.229
2017/9/11 19:32:23,7.9,31,146.6,6.2323
2017/9/11 19:32:24,7.9,31,146.6,6.2255
2017/9/11 19:32:25,7.9,31,146.6,6.2097
2017/9/11 19:32:26,7.9,31,146.6,6.2249
2017/9/11 19:32:27,7.9,31,146.6,6.2343
2017/9/11 19:32:28,7.9,31,146.6,6.2311
2017/9/11 19:32:29,7.9,31,146.7,6.2366
2017/9/11 19:32:30,7.9,31,146.7,6.217
2017/9/11 19:32:31,7.9,31,146.7,6.2173
2017/9/11 19:32:32,7.9,31,146.7,6.2267
2017/9/11 19:32:33,7.9,31,146.6,6.2258
2017/9/11 19:32:34,7.9,31,146.6,6.2258
2017/9/11 19:32:35,7.9,31,146.5,6.2282
2017/9/11 19:32:36,7.9,31,146.4,6.2246
2017/9/11 19:32:38,7.9,31,146.3,6.2082
2017/9/11 19:32:39,7.9,31,146.3,6.217
2017/9/11 19:32:40,7.9,31,146.3,6.2243
2017/9/11 19:32:41,7.9,31,146.4,6.229
2017/9/11 19:32:42,7.9,31,146.4,6.2314
2017/9/11 19:32:43,7.9,31,146.5,6.2167
2017/9/11 19:32:44,7.9,31,146.5,6.2185
2017/9/11 19:32:45,7.9,31,146.6,6.2205
2017/9/11 19:32:46,7.9,31,146.6,6.2241
2017/9/11 19:32:47,7.9,31,146.5,6.2296
2017/9/11 19:32:48,7.9,31,146.6,6.2273
2017/9/11 19:32:49,7.9,31,146.6,6.2094
2017/9/11 19:32:50,7.9,31,146.6,6.2223
2017/9/11 19:32:51,7.9,31,146.7,6.2264
2017/9/11 19:32:52,7.9,31,146.6,6.2264
2017/9/11 19:32:53,7.9,31,146.6,6.227
2017/9/11 19:32:54,7.9,31,146.6,6.2317
2017/9/11 19:32:55,7.9,31,146.6,6.2115
2017/9/11 19:32:56,7.9,31,146.6,6.2126
2017/9/11 19:32:57,7.9,31,146.5,6.2261
2017/9/11 19:32:58,7.9,31,146.1,6.2258
2017/9/11 19:32:59,7.9,31,145.8,6.2293
2017/9/11 19:33:00,7.9,31,145.5,6.222
2017/9/11 19:33:02,7.9,31,145.3,6.2071
2017/9/11 19:33:03,7.9,31,145.6,6.2202
2017/9/11 19:33:04,7.9,31,145.9,6.227
2017/9/11 19:33:05,7.9,31,146.1,6.2284
2017/9/11 19:33:06,7.9,31,146.4,6.2305
2017/9/11 19:33:07,7.9,31,146.4,6.2126
2017/9/11 19:33:08,7.9,31,146.4,6.2126
2017/9/11 19:33:09,7.9,31,146.4,6.2241
2017/9/11 19:33:10,7.9,31,146.3,6.2241
2017/9/11 19:33:11,7.9,31,146.2,6.2273
2017/9/11 19:33:12,7.9,31,146.2,6.2282
2017/9/11 19:33:13,7.9,31,146.2,6.2261
2017/9/11 19:33:14,7.9,31,146.3,6.2077
2017/9/11 19:33:15,7.9,31,146.3,6.2176
2017/9/11 19:33:16,7.9,31,146.4,6.2226
2017/9/11 19:33:17,7.9,31,146.5,6.2258
2017/9/11 19:33:18,7.9,31,146.5,6.2325
2017/9/11 19:33:19,7.9,31,146.6,6.2144
2017/9/11 19:33:20,7.9,31,146.6,6.2118
2017/9/11 19:33:21,7.9,31,146.6,6.2232
2017/9/11 19:33:22,7.9,31,146.6,6.2238
2017/9/11 19:33:23,7.9,31,146.7,6.229
2017/9/11 19:33:24,7.9,31,146.6,6.2273
2017/9/11 19:33:26,7.9,31,146.6,6.2082
2017/9/11 19:33:27,7.9,31,146.6,6.2082
2017/9/11 19:33:28,7.9,31,146.6,6.2185
2017/9/11 19:33:29,7.9,31,146.6,6.2246
2017/9/11 19:33:30,7.9,31,146.6,6.2273
2017/9/11 19:33:31,7.9,31,146.6,6.2279
2017/9/11 19:33:32,7.9,31,146.6,6.2106
2017/9/11 19:33:33,7.9,31,146.6,6.2068
2017/9/11 19:33:34,7.9,31,146.6,6.2226
2017/9/11 19:33:35,7.9,31,146.6,6.2232
2017/9/11 19:33:36,7.9,31,146.6,6.2284
2017/9/11 19:33:37,7.9,31,146.6,6.227
2017/9/11 19:33:38,7.9,31,146.6,6.2065
2017/9/11 19:33:39,7.9,31,146.6,6.2176
2017/9/11 19:33:40,7.9,31,146.5,6.2246
2017/9/11 19:33:41,7.9,31,146.5,6.2252
2017/9/11 19:33:42,7.9,31,146.5,6.229
2017/9/11 19:33:43,7.9,31,146.5,6.2132
2017/9/11 19:33:44,7.9,31,146.4,6.2132
2017/9/11 19:33:45,7.9,31,146.4,6.2097
2017/9/11 19:33:46,7.9,31,146.5,6.2252
2017/9/11 19:33:47,7.9,31,146.4,6.2238
2017/9/11 19:33:48,7.9,31,146.4,6.2267
2017/9/11 19:33:49,7.9,31,146.3,6.227
2017/9/11 19:33:51,7.9,31,146.3,6.2065
2017/9/11 19:33:52,7.9,31,146.3,6.2118
2017/9/11 19:33:53,7.9,31,146.3,6.2217
2017/9/11 19:33:54,7.9,31,146.4,6.2252
2017/9/11 19:33:55,7.9,31,146.3,6.2287
2017/9/11 19:33:56,7.9,31,146.4,6.2138
2017/9/11 19:33:57,7.9,31,146.5,6.2053
2017/9/11 19:33:58,7.9,31,146.1,6.2179
2017/9/11 19:33:59,7.9,31,145.8,6.2223
2017/9/11 19:34:00,7.9,31,145.5,6.2249
2017/9/11 19:34:01,7.9,31,145.1,6.2255
2017/9/11 19:34:02,7.9,31,145.5,6.2255
2017/9/11 19:34:03,7.9,31,145.8,6.2027
2017/9/11 19:34:04,7.9,31,146.1,6.2103
2017/9/11 19:34:05,7.9,31,146.4,6.2202
2017/9/11 19:34:06,7.9,31,146.6,6.2223
2017/9/11 19:34:07,7.9,31,146.6,6.2267
2017/9/11 19:34:08,7.9,31,146.6,6.2153
2017/9/11 19:34:09,7.9,31,146.6,6.2068
2017/9/11 19:34:10,7.9,31,146.6,6.2202
2017/9/11 19:34:11,7.9,31,146.6,6.2214
2017/9/11 19:34:12,7.9,31,146.5,6.2217
2017/9/11 19:34:13,7.9,31,146.6,6.2243
2017/9/11 19:34:14,7.9,31,146.5,6.2036
2017/9/11 19:34:16,7.9,31,146.5,6.212
2017/9/11 19:34:17,7.9,31,146.5,6.22
2017/9/11 19:34:18,7.9,31,146.6,6.22
2017/9/11 19:34:19,7.9,31,146.5,6.22
2017/9/11 19:34:20,7.9,31,146.4,6.2246
2017/9/12 19:34:20,7.4,28.31,134.6,7.2
2017/9/13 19:34:20,7.4,28.31,134.6,7.2
2017/9/14 19:34:20,7.4,28.31,134.6,7.2
2017/9/15 19:34:20,7.4,28.31,134.6,7.2
2017/9/16 19:34:20,7.4,28.31,134.6,7.2
2017/9/17 19:34:20,7.4,28.31,134.6,7.2
2017/9/18 19:34:20,7.4,28.31,134.6,7.2
2017/9/19 19:34:20,7.4,28.31,134.6,7.2
2017/9/20 19:34:20,7.4,28.31,134.6,7.2